duration_ms,time_signature,tempo,key,mode,loudness,On_chart,Cluster
0.04510170387226835,0.8,0.5520606894104076,0.6363636363636364,0.0,0.7864378481642612,0,1
0.06995751778593809,0.8,0.551996160531718,0.18181818181818182,1.0,0.8281292642596844,0,6
0.06928654885650808,0.8,0.504188327532456,0.4545454545454546,0.0,0.8116100239199884,0,1
0.06146749572886006,1.0,0.5470919657512977,0.6363636363636364,0.0,0.5666789744906968,0,1
0.03184159568610853,0.8,0.39664288508616624,0.6363636363636364,1.0,0.7225762951309178,0,0
0.025787180141602622,0.6000000000000001,0.3498473488713496,0.18181818181818182,1.0,0.649756786694707,0,8
0.018427032663987427,0.8,0.3181435041600962,0.6363636363636364,1.0,0.6439292995777881,0,0
0.013530671680563143,0.6000000000000001,0.3086053292787687,0.6363636363636364,1.0,0.6611388483087444,0,0
0.024957119164046193,0.8,0.6805860835406997,0.6363636363636364,1.0,0.657558876884301,0,0
0.04122303260477379,0.8,0.2758206258494622,0.6363636363636364,0.0,0.594435793292771,0,1
0.015844462196643833,1.0,0.47576738952454317,0.36363636363636365,0.0,0.7055754442856913,0,1
0.02760157857836273,0.6000000000000001,0.30380599392621926,0.36363636363636365,0.0,0.6496765182771187,0,7
0.030821409009782197,1.0,0.7247923984980904,0.6363636363636364,1.0,0.6323545937615386,0,0
0.1011786188134908,0.8,0.31846211549862685,0.2727272727272727,1.0,0.614197877703039,0,8
0.02499528698725141,0.8,0.24785945610221377,0.6363636363636364,1.0,0.6770480486747683,0,0
0.02784645905154386,0.8,0.656137704627124,0.6363636363636364,1.0,0.6725851246568525,0,0
0.026669320578859627,0.6000000000000001,0.3263427048086114,0.6363636363636364,1.0,0.5660368271499896,0,0
0.02808670231255987,0.6000000000000001,0.5470758335316253,0.6363636363636364,1.0,0.7265576086433032,0,0
0.025171144340897872,0.8,0.5311815640993583,0.6363636363636364,1.0,0.7005024802941034,0,0
0.03161330216413341,0.6000000000000001,0.33496537622352807,0.6363636363636364,1.0,0.6020291855966351,0,0
0.2209781414303338,0.8,0.22657299224443542,0.6363636363636364,0.0,0.6604806472845194,0,1
0.027618165529568736,0.8,0.42795149041544506,0.18181818181818182,0.0,0.7044195790724181,0,2
0.08067036965893483,0.8,0.4355255675516534,0.4545454545454546,0.0,0.6850748904336099,0,1
0.09267950068639658,0.8,0.3219507080027909,0.18181818181818182,0.0,0.8302001894334654,0,2
0.01458171365321893,0.8,0.25284027892607813,0.8181818181818182,0.0,0.6538023149411631,0,5
0.023092781519354028,0.8,0.3070768014648056,0.8181818181818182,1.0,0.6769517265736622,0,4
0.011271457584579628,0.6000000000000001,0.5355735609051788,0.4545454545454546,1.0,0.7806424684143777,0,3
0.011150176651030344,0.8,0.4325330408024166,0.6363636363636364,0.0,0.7447624857523558,0,1
0.013425977698219863,0.8,0.30145472290896197,0.6363636363636364,1.0,0.6626960556099597,0,0
0.02402022395237797,0.6000000000000001,0.2731023468346569,0.6363636363636364,1.0,0.6360148336035703,0,0
0.01013944275334829,0.6000000000000001,0.38046630180963176,0.18181818181818182,1.0,0.7800966431747764,0,8
0.01420360250744763,0.8,0.2840077273332231,0.6363636363636364,0.0,0.675041338235058,0,1
0.016543611107692653,0.8,0.261136272892628,0.8181818181818182,1.0,0.5415389061020051,0,4
0.008610411219057087,0.6000000000000001,0.2865162874922868,0.6363636363636364,1.0,0.7633687049493506,0,0
0.029554023254192173,0.8,0.4377800452508762,0.0,0.0,0.6029763529241784,0,2
0.024926263867716743,0.8,0.4420752487386621,0.18181818181818182,0.0,0.7884927196545247,0,2
0.016962208682751726,0.6000000000000001,0.5239825610705341,0.6363636363636364,0.0,0.6797129601387037,0,7
0.013162013313436126,0.8,0.45811067509306275,1.0,0.0,0.7562729768345346,0,5
0.021195091617935806,0.6000000000000001,0.29171892833664714,0.18181818181818182,0.0,0.6390008187378593,0,2
0.025254435805555985,0.8,0.28539509822505255,0.18181818181818182,0.0,0.5093191632820151,0,2
0.02621754910138854,0.6000000000000001,0.4980298526725039,0.8181818181818182,0.0,0.506124480261996,0,7
0.03699246827567227,0.8,0.268363507305879,0.4545454545454546,1.0,0.5476393058387247,0,3
0.011456946071184417,0.8,0.25840589471306835,0.18181818181818182,0.0,0.6550866096225777,0,2
0.026096268167839255,0.6000000000000001,0.5219216700073805,0.8181818181818182,0.0,0.5091746801303558,0,7
0.01735209121324987,0.8,0.2329210206855387,0.18181818181818182,0.0,0.5094636464336741,0,2
0.04703274603041262,0.8,0.28728256792672746,0.2727272727272727,1.0,0.5829895169446629,0,8
0.011235786721771016,0.8,0.4311295376909148,0.6363636363636364,1.0,0.6783323433561831,0,0
0.015785070210067493,0.8,0.25997475307621265,0.6363636363636364,0.0,0.6007448909152204,0,1
