energy,danceability,valence,liveness,instrumentalness,acousticness,speechiness,On_chart,Cluster
0.885,0.7240000000000001,0.514,0.162,0.0,0.23,0.44,0,7
0.57,0.6609999999999999,0.328,0.108,3.91e-06,0.0005139999999999,0.0382,0,9
0.8140000000000001,0.716,0.4,0.104,0.0,0.0331,0.0902,0,7
0.752,0.64,0.395,0.477,0.0,0.0972,0.249,0,3
0.615,0.922,0.3670000000000001,0.0965,0.0,0.48,0.0604,0,9
0.331,0.534,0.4970000000000001,0.0943,0.000209,0.8640000000000001,0.0403,0,2
0.916,0.493,0.6970000000000001,0.133,0.0,0.058,0.0602,0,7
0.944,0.7709999999999999,0.968,0.097,0.889,0.838,0.107,0,1
0.493,0.8,0.292,0.105,0.0,0.235,0.0701,0,9
0.875,0.701,0.968,0.0458,0.7929999999999999,0.387,0.539,0,1
0.705,0.752,0.453,0.132,0.0,0.369,0.156,0,9
0.807,0.583,0.0626,0.225,0.574,0.0335,0.0406,0,8
0.616,0.6,0.727,0.0977,0.000207,0.00873,0.0319,0,5
0.503,0.67,0.52,0.111,4.38e-05,0.561,0.0522,0,0
0.78,0.601,0.302,0.0596,0.0,0.296,0.111,0,7
0.329,0.573,0.515,0.112,0.6759999999999999,0.308,0.0494,0,8
0.7090000000000001,0.812,0.966,0.0545,0.963,0.0,0.0897,0,1
0.82,0.894,0.674,0.134,0.0,0.155,0.215,0,5
0.28,0.8059999999999999,0.973,0.0662,0.963,0.412,0.42,0,1
0.561,0.72,0.0399,0.109,0.927,0.141,0.0555,0,8
0.6729999999999999,0.722,0.405,0.101,0.0,0.0396,0.22,0,9
0.6779999999999999,0.937,0.951,0.094,0.0,0.395,0.28,0,5
0.362,0.857,0.941,0.103,0.877,0.0404,0.128,0,1
0.526,0.586,0.89,0.115,0.931,4.48e-06,0.0268,0,1
0.606,0.813,0.853,0.0762,0.147,0.931,0.0748,0,0
0.792,0.58,0.5870000000000001,0.0627,5.07e-06,0.0158,0.342,0,7
0.5489999999999999,0.721,0.45,0.322,0.0,0.144,0.119,0,9
0.637,0.6459999999999999,0.352,0.0628,9.06e-06,0.23,0.0322,0,9
0.633,0.747,0.116,0.371,0.8690000000000001,0.0527,0.0524,0,8
0.7170000000000001,0.8029999999999999,0.636,0.105,0.889,0.00694,0.0408,0,1
0.78,0.61,0.627,0.1,0.0106,0.377,0.0434,0,0
0.454,0.833,0.8420000000000001,0.0901,0.00536,0.732,0.256,0,0
0.639,0.6859999999999999,0.856,0.2,7.890000000000001e-05,0.00667,0.123,0,5
0.5529999999999999,0.524,0.4970000000000001,0.0966,0.0,0.233,0.0269,0,9
0.8029999999999999,0.7509999999999999,0.643,0.219,7.13e-06,0.187,0.0295,0,5
0.5529999999999999,0.809,0.544,0.059,0.695,0.00285,0.0677,0,1
0.931,0.579,0.617,0.23,0.149,0.0912,0.0379,0,7
0.8320000000000001,0.722,0.812,0.373,0.402,0.154,0.0398,0,5
0.901,0.858,0.672,0.126,0.00422,0.0117,0.0485,0,5
0.936,0.5329999999999999,0.561,0.349,0.831,0.000374,0.298,0,1
0.961,0.812,0.626,0.0777,0.7170000000000001,0.211,0.0473,0,1
0.609,0.82,0.7140000000000001,0.0972,0.96,1.98e-06,0.0894,0,1
0.8490000000000001,0.597,0.919,0.153,0.0,0.148,0.142,0,5
0.867,0.424,0.698,0.0823,2.78e-06,0.168,0.116,0,7
0.6579999999999999,0.415,0.5870000000000001,0.7,0.0,0.44,0.208,0,3
0.8079999999999999,0.621,0.773,0.172,0.0,0.387,0.0734,0,5
0.613,0.865,0.654,0.243,8.79e-06,0.148,0.0685,0,5
0.6759999999999999,0.607,0.618,0.0817,8.41e-05,0.0479,0.121,0,5
0.5,0.733,0.968,0.108,2.35e-05,0.0146,0.0359,0,5
0.762,0.476,0.922,0.364,0.0,0.272,0.0763,0,5
0.585,0.895,0.923,0.0699,0.0,0.173,0.067,0,5
0.664,0.75,0.904,0.126,0.00111,0.542,0.0543,0,0
0.7390000000000001,0.253,0.473,0.369,0.0104,0.314,0.0529,0,7
0.7829999999999999,0.5429999999999999,0.764,0.161,0.141,0.7829999999999999,0.0283,0,0
0.675,0.53,0.337,0.103,0.00414,0.0128,0.0478,0,7
0.295,0.5720000000000001,0.973,0.112,0.6940000000000001,0.00025,0.561,0,1
0.799,0.6729999999999999,0.96,0.302,0.0,0.204,0.0766,0,5
0.908,0.593,0.63,0.0482,0.0,0.00273,0.0359,0,7
0.684,0.785,0.524,0.107,0.000554,0.06,0.0428,0,5
0.555,0.7170000000000001,0.838,0.135,0.0,0.124,0.0294,0,5
0.438,0.695,0.866,0.0652,0.0,0.0786,0.142,0,5
0.665,0.599,0.256,0.0978,0.828,0.000576,0.0435,0,8
0.868,0.902,0.931,0.8290000000000001,0.000211,0.0135,0.064,0,3
0.789,0.7979999999999999,0.612,0.105,0.974,0.608,0.0792,0,1
0.7440000000000001,0.705,0.647,0.231,0.0,0.1639999999999999,0.1639999999999999,0,5
0.45,0.7559999999999999,0.8240000000000001,0.122,5.97e-05,0.636,0.0674,0,0
0.44,0.932,0.475,0.0955,0.00677,0.0787,0.237,0,9
0.607,0.732,0.611,0.0957,3.44e-05,0.11,0.218,0,5
0.0192,0.163,0.0719,0.0873,0.713,0.972,0.0389,0,4
0.5720000000000001,0.733,0.104,0.106,0.012,0.0197,0.0408,0,9
0.6629999999999999,0.5710000000000001,0.72,0.107,2.65e-06,0.59,0.0325,0,0
0.688,0.419,0.273,0.0943,6.929999999999999e-05,0.0063,0.031,0,7
0.6940000000000001,0.68,0.8859999999999999,0.225,0.0,0.0137,0.0434,0,5
0.782,0.816,0.789,0.0958,0.973,0.187,0.0773,0,1
0.575,0.927,0.39,0.121,0.0,0.037,0.3,0,9
0.8959999999999999,0.976,0.962,0.0559,0.904,0.0411,0.065,0,1
0.483,0.91,0.55,0.111,0.0,0.275,0.0994,0,9
0.677,0.69,0.779,0.119,0.0,0.486,0.289,0,0
0.91,0.7120000000000001,0.5820000000000001,0.114,0.0,0.0477,0.298,0,7
0.664,0.664,0.659,0.221,0.00086,0.0172,0.107,0,5
0.937,0.75,0.358,0.0968,0.5710000000000001,0.00203,0.0543,0,8
0.337,0.79,0.544,0.108,0.952,0.123,0.0519,0,1
0.93,0.8059999999999999,0.0566,0.102,0.971,2.7399999999999995e-05,0.0625,0,8
0.322,0.762,0.843,0.12,0.8390000000000001,0.63,0.104,0,1
0.426,0.6679999999999999,0.961,0.102,0.795,6.73e-05,0.0525,0,1
0.595,0.805,0.5670000000000001,0.165,0.674,0.0087099999999999,0.0482,0,1
0.425,0.8270000000000001,0.846,0.048,0.948,0.0071,0.129,0,1
0.6759999999999999,0.6459999999999999,0.72,0.105,1.84e-06,0.0433,0.0311,0,5
0.203,0.3,0.177,0.105,0.00755,0.967,0.0298,0,2
0.168,0.3670000000000001,0.115,0.111,0.332,0.987,0.0348,0,2
0.6940000000000001,0.718,0.637,0.0983,0.0,0.529,0.0894,0,0
0.586,0.518,0.142,0.11,0.313,0.0359,0.0306,0,9
0.731,0.613,0.374,0.365,0.738,0.000914,0.0607,0,8
0.653,0.6409999999999999,0.613,0.0818,0.0216,0.00182,0.0336,0,5
0.378,0.6829999999999999,0.525,0.157,0.0,0.823,0.126,0,2
0.706,0.804,0.444,0.0769,0.0,0.0548,0.118,0,7
0.5529999999999999,0.71,0.6659999999999999,0.126,0.0,0.0646,0.13,0,5
0.948,0.478,0.2,0.0575,0.927,0.000108,0.0456,0,8
0.746,0.762,0.584,0.114,0.938,0.0145,0.1639999999999999,0,1
0.8340000000000001,0.805,0.758,0.0951,0.906,0.0607,0.0463,0,1
0.945,0.767,0.89,0.187,2.4e-06,0.062,0.115,0,5
0.198,0.5329999999999999,0.172,0.315,0.884,0.981,0.086,0,4
0.504,0.723,0.491,0.125,2.24e-06,0.608,0.0324,0,0
0.471,0.7979999999999999,0.615,0.0803,0.8370000000000001,0.000558,0.0724,0,1
0.594,0.805,0.963,0.111,0.952,0.7490000000000001,0.0802,0,1
0.722,0.478,0.969,0.0546,0.894,0.425,0.0744,0,1
0.547,0.687,0.769,0.0469,0.988,0.0294,0.0423,0,1
0.636,0.7879999999999999,0.214,0.152,0.905,0.00359,0.0433,0,8
0.51,0.506,0.212,0.118,0.00193,0.5529999999999999,0.0277,0,2
0.6629999999999999,0.768,0.5589999999999999,0.0417,0.7929999999999999,0.0063,0.0561,0,1
0.721,0.759,0.398,0.239,0.0,0.0607,0.0969,0,7
0.959,0.518,0.475,0.0489,0.941,0.00271,0.0373,0,8
0.8490000000000001,0.581,0.0773,0.438,0.716,0.000259,0.0451,0,8
0.969,0.637,0.967,0.0409,0.898,2.5e-05,0.0433,0,1
0.624,0.736,0.949,0.24,0.95,0.5760000000000001,0.102,0,1
0.326,0.851,0.12,0.393,0.00317,0.196,0.105,0,9
0.337,0.768,0.672,0.335,2.66e-06,0.6829999999999999,0.0488,0,0
0.299,0.8079999999999999,0.752,0.0848,0.72,0.00381,0.235,0,1
0.293,0.8079999999999999,0.603,0.111,0.91,0.99,0.0866,0,4
0.635,0.289,0.0668,0.128,0.0321,0.0132,0.0347,0,7
0.8859999999999999,0.574,0.233,0.695,0.8079999999999999,0.00379,0.0481,0,8
0.55,0.711,0.675,0.104,0.938,0.0311,0.122,0,1
0.8340000000000001,0.88,0.555,0.204,0.0,0.00827,0.041,0,5
0.847,0.8740000000000001,0.843,0.311,0.871,0.75,0.193,0,1
0.664,0.633,0.483,0.249,0.000245,0.106,0.0501,0,7
0.222,0.575,0.279,0.0716,0.0,0.8079999999999999,0.0628,0,2
0.703,0.691,0.281,0.449,0.0,0.159,0.352,0,9
0.275,0.613,0.431,0.108,0.804,0.564,0.0325,0,4
0.0869,0.8079999999999999,0.119,0.0932,0.000275,0.0395,0.495,0,9
0.715,0.768,0.773,0.221,0.8540000000000001,0.000262,0.0835,0,1
0.551,0.8059999999999999,0.967,0.0734,0.92,0.000277,0.319,0,1
0.5770000000000001,0.95,0.8029999999999999,0.0689,9.24e-06,0.147,0.0772,0,5
0.561,0.755,0.255,0.0494,9.32e-06,0.0933,0.045,0,9
0.524,0.531,0.165,0.373,0.0,0.127,0.439,0,9
0.769,0.5660000000000001,0.79,0.0428,0.856,0.000119,0.0333,0,1
0.632,0.6629999999999999,0.585,0.173,0.9,2e-05,0.0651,0,1
0.975,0.0,0.0,0.371,0.991,0.0914,0.0,0,6
0.326,0.645,0.971,0.0851,0.8170000000000001,0.000224,0.398,0,1
0.754,0.708,0.611,0.123,0.0006799999999999,0.101,0.0664,0,5
0.508,0.826,0.125,0.125,0.0,0.0322,0.105,0,9
0.484,0.657,0.409,0.204,0.0,0.0113,0.0355,0,9
0.33,0.763,0.0852,0.0972,0.679,0.805,0.138,0,4
0.5660000000000001,0.674,0.589,0.151,0.0,0.12,0.0662,0,5
0.833,0.7340000000000001,0.489,0.159,0.000176,0.105,0.0656,0,7
0.8220000000000001,0.583,0.445,0.0936,0.207,0.0157,0.0328,0,7
0.934,0.807,0.7490000000000001,0.0317,0.934,0.00448,0.0432,0,1
0.399,0.8170000000000001,0.222,0.0836,0.0,0.615,0.0762,0,2
0.938,0.762,0.887,0.154,0.0,0.639,0.275,0,0
0.546,0.688,0.477,0.5770000000000001,0.0,0.0819,0.312,0,3
0.0157,0.6779999999999999,0.273,0.125,0.506,0.8029999999999999,0.105,0,4
0.6920000000000001,0.763,0.339,0.13,3.07e-05,0.0227,0.0291,0,9
0.598,0.451,0.413,0.326,1.03e-05,0.0274,0.0437,0,7
0.926,0.361,0.883,0.0972,0.838,3.69e-05,0.0338,0,1
0.631,0.77,0.433,0.0966,0.0,0.104,0.0398,0,9
0.469,0.841,0.608,0.246,1e-05,0.0497,0.327,0,9
0.345,0.675,0.244,0.11,0.858,0.0697,0.0446,0,8
0.423,0.506,0.173,0.114,0.00299,0.7440000000000001,0.0245,0,2
0.969,0.7859999999999999,0.999,0.0385,0.8220000000000001,0.448,0.0665,0,1
0.705,0.5920000000000001,0.327,0.376,7.509999999999998e-05,0.5920000000000001,0.0887,0,0
0.54,0.8240000000000001,0.8029999999999999,0.0477,5.870000000000001e-05,0.332,0.128,0,5
0.33,0.47,0.241,0.105,0.0518,0.843,0.0324,0,2
0.852,0.773,0.8490000000000001,0.0806,0.961,0.000807,0.036,0,1
0.042,0.7020000000000001,0.5429999999999999,0.107,0.857,0.433,0.64,0,4
0.664,0.762,0.889,0.274,0.442,0.659,0.196,0,0
0.462,0.8059999999999999,0.48,0.117,0.883,0.0401,0.19,0,8
0.828,0.659,0.258,0.165,0.285,0.0281,0.168,0,7
0.7490000000000001,0.539,0.503,0.119,0.0173,0.0411,0.109,0,7
0.764,0.759,0.398,0.213,0.0,0.0484,0.259,0,7
0.434,0.614,0.343,0.101,0.0,0.682,0.0487,0,2
0.726,0.8059999999999999,0.428,0.0682,0.0,0.000928,0.27,0,7
0.716,0.599,0.377,0.0622,0.00603,0.0758,0.1369999999999999,0,7
0.6509999999999999,0.8320000000000001,0.44,0.13,3.72e-06,0.00385,0.0326,0,9
0.8590000000000001,0.573,0.772,0.237,0.0001419999999999,0.0937,0.0593,0,5
0.5670000000000001,0.742,0.6559999999999999,0.0898,0.7240000000000001,0.107,0.0463,0,1
0.5589999999999999,0.7559999999999999,0.374,0.3229999999999999,0.7959999999999999,0.00188,0.0479,0,8
0.809,0.82,0.629,0.354,0.6809999999999999,0.00793,0.0543,0,1
0.73,0.81,0.5539999999999999,0.107,0.8759999999999999,0.0792,0.0789,0,1
0.556,0.777,0.186,0.588,0.858,0.0274,0.051,0,8
0.703,0.752,0.142,0.0896,0.94,0.00687,0.0541,0,8
0.512,0.7879999999999999,0.644,0.0992,0.748,0.194,0.0865,0,1
0.625,0.7959999999999999,0.271,0.151,0.863,0.0788,0.0655,0,8
0.828,0.653,0.624,0.315,0.0,0.154,0.1689999999999999,0,7
0.519,0.5820000000000001,0.7759999999999999,0.489,0.0,0.657,0.0699,0,0
0.928,0.541,0.863,0.0578,0.0,0.0405,0.053,0,5
0.638,0.635,0.575,0.134,0.0,0.161,0.0659,0,5
0.7040000000000001,0.768,0.659,0.0964,2.36e-06,0.00759,0.267,0,5
0.175,0.153,0.11,0.135,0.6729999999999999,0.8440000000000001,0.0533,0,4
0.555,0.7440000000000001,0.122,0.127,0.0183,0.0784,0.0749,0,9
0.496,0.72,0.521,0.0545,0.732,0.00105,0.0951,0,8
0.667,0.669,0.951,0.125,0.016,0.706,0.048,0,0
0.283,0.507,0.189,0.0985,0.000717,0.6940000000000001,0.0428,0,2
0.4920000000000001,0.716,0.315,0.355,0.0,0.0422,0.358,0,9
0.748,0.512,0.923,0.122,0.000125,0.1689999999999999,0.212,0,5
0.722,0.483,0.113,0.126,0.0,0.336,0.37,0,9
0.919,0.47,0.7829999999999999,0.0826,0.927,0.398,0.0831,0,1
0.662,0.416,0.451,0.239,0.0,0.086,0.0751,0,7
0.7390000000000001,0.715,0.763,0.111,0.0,0.302,0.0504,0,5
0.93,0.405,0.79,0.229,0.0672,0.000594,0.107,0,5
0.872,0.398,0.603,0.706,0.0364,0.00575,0.0361,0,3
0.93,0.346,0.774,0.183,0.0,0.211,0.0917,0,5
0.655,0.552,0.26,0.315,0.00312,0.4320000000000001,0.0351,0,9
0.466,0.7040000000000001,0.243,0.114,4.89e-06,0.299,0.0314,0,9
0.77,0.545,0.888,0.0569,0.0174,0.0108,0.0267,0,5
0.847,0.62,0.698,0.145,0.0,0.0622,0.0681,0,5
0.6459999999999999,0.537,0.493,0.199,0.0,0.222,0.4370000000000001,0,9
0.519,0.774,0.464,0.0516,0.0,0.186,0.0449,0,9
0.318,0.6,0.975,0.0355,0.0055299999999999,0.0194,0.0681,0,5
0.989,0.794,0.932,0.0638,0.8490000000000001,0.386,0.043,0,1
0.353,0.8440000000000001,0.966,0.0991,3.27e-05,0.655,0.0381,0,0
0.838,0.483,0.515,0.0537,0.9,3.92e-05,0.0347,0,8
0.57,0.8420000000000001,0.92,0.0403,6.929999999999999e-05,0.0656,0.0397,0,5
0.916,0.468,0.412,0.189,0.00518,0.000162,0.0458,0,7
0.857,0.716,0.662,0.113,0.0,0.141,0.405,0,5
0.765,0.743,0.687,0.0857,8.58e-06,0.081,0.0782,0,5
0.75,0.648,0.555,0.152,2.59e-06,0.0127,0.0648,0,7
0.7929999999999999,0.772,0.462,0.116,0.000121,0.0122,0.107,0,7
0.0233,0.772,0.47,0.0993,0.911,0.634,0.181,0,4
0.8220000000000001,0.71,0.407,0.114,5.19e-05,0.512,0.0819999999999999,0,0
0.705,0.73,0.983,0.104,0.957,0.166,0.0501,0,1
0.4970000000000001,0.731,0.442,0.123,0.00127,0.273,0.0278,0,9
0.7020000000000001,0.8290000000000001,0.812,0.114,0.02,0.0773,0.0278,0,5
0.6990000000000001,0.516,0.429,0.14,0.846,0.213,0.0305,0,8
0.884,0.8,0.177,0.0611,0.963,0.0,0.0796,0,8
0.988,0.8390000000000001,0.387,0.348,0.0,0.0207,0.383,0,7
0.534,0.393,0.787,0.214,0.8909999999999999,0.00734,0.0629,0,1
0.578,0.8290000000000001,0.687,0.0792,0.0,0.357,0.23,0,0
0.648,0.5820000000000001,0.388,0.389,0.0112,0.064,0.0553,0,7
0.677,0.7509999999999999,0.256,0.128,2.8e-06,0.0654,0.0851,0,9
0.887,0.5589999999999999,0.8140000000000001,0.0917,0.0,0.176,0.262,0,5
0.958,0.754,0.759,0.0627,0.945,2.3e-05,0.0357,0,1
0.696,0.674,0.745,0.129,0.955,0.044,0.0399,0,1
0.152,0.639,0.5329999999999999,0.111,0.0675,0.948,0.0312,0,2
0.947,0.411,0.96,0.262,0.922,0.4270000000000001,0.232,0,1
0.818,0.759,0.905,0.289,0.0,0.214,0.0305,0,5
0.703,0.77,0.6729999999999999,0.315,0.0,0.458,0.256,0,0
0.162,0.782,0.8140000000000001,0.107,0.175,0.0282,0.083,0,5
0.7170000000000001,0.875,0.907,0.0755,0.0,0.279,0.227,0,5
0.695,0.557,0.476,0.11,0.802,0.000498,0.0277,0,8
0.515,0.772,0.5870000000000001,0.193,0.743,0.0649,0.0475,0,1
0.653,0.52,0.867,0.1639999999999999,0.8959999999999999,0.0114,0.0368,0,1
0.7290000000000001,0.7070000000000001,0.994,0.0915,0.8690000000000001,0.026,0.0322,0,1
0.799,0.725,0.826,0.1689999999999999,0.7,0.000939,0.0298,0,1
0.5920000000000001,0.809,0.971,0.101,0.838,0.6759999999999999,0.0492,0,1
0.314,0.6409999999999999,0.158,0.111,0.823,0.424,0.027,0,8
0.693,0.523,0.961,0.213,0.955,0.000214,0.039,0,1
0.7240000000000001,0.551,0.652,0.114,0.925,0.0148,0.0258,0,1
0.625,0.738,0.942,0.0796,0.899,0.00467,0.0442,0,1
0.261,0.726,0.907,0.0459,0.908,0.0236,0.174,0,1
0.275,0.815,0.487,0.106,0.00463,0.0817,0.0823,0,9
0.944,0.75,0.622,0.0757,0.679,0.0042299999999999,0.043,0,1
0.332,0.379,0.077,0.0964,1.58e-06,0.127,0.0871,0,9
0.7070000000000001,0.5760000000000001,0.957,0.0621,0.778,0.000215,0.0316,0,1
0.501,0.6920000000000001,0.446,0.147,0.979,0.129,0.0438,0,8
0.569,0.708,0.5539999999999999,0.118,0.8270000000000001,0.442,0.0408,0,1
0.5379999999999999,0.6709999999999999,0.8029999999999999,0.0871,0.8909999999999999,2.79e-05,0.0355,0,1
0.428,0.583,0.461,0.112,0.835,0.965,0.059,0,4
0.269,0.46,0.384,0.118,0.24,0.901,0.036,0,2
0.57,0.7290000000000001,0.833,0.168,0.858,0.0627,0.0285,0,1
0.41,0.8740000000000001,0.196,0.108,0.573,0.139,0.172,0,8
0.395,0.763,0.111,0.105,0.879,0.232,0.0488,0,8
0.509,0.804,0.316,0.0905,0.931,0.00434,0.0505,0,8
0.394,0.635,0.0331,0.132,0.775,0.0902,0.033,0,8
0.41,0.8,0.0321,0.107,0.908,0.158,0.0604,0,8
0.374,0.501,0.142,0.0927,0.913,0.116,0.0719,0,8
0.436,0.807,0.222,0.0788,0.9,0.0122,0.086,0,8
0.628,0.8079999999999999,0.0478,0.106,0.914,0.0227,0.0626,0,8
0.7609999999999999,0.772,0.153,0.0993,0.887,0.0159,0.0544,0,8
0.422,0.451,0.513,0.189,0.0,0.868,0.051,0,2
0.118,0.4270000000000001,0.189,0.102,0.000201,0.92,0.0491,0,2
0.685,0.591,0.586,0.172,0.0,0.0778,0.151,0,7
0.621,0.818,0.7020000000000001,0.091,0.00191,0.0426,0.0511,0,5
0.642,0.725,0.878,0.144,0.0,0.361,0.0379,0,5
0.873,0.622,0.631,0.219,0.0,0.0213,0.0397,0,7
0.627,0.555,0.0338,0.0741,0.805,0.069,0.0546,0,8
0.477,0.547,0.601,0.253,0.8759999999999999,0.00021,0.0415,0,1
0.961,0.747,0.197,0.159,0.0,0.279,0.452,0,7
0.547,0.8140000000000001,0.234,0.102,0.333,0.0528,0.061,0,9
0.586,0.733,0.778,0.149,0.0,0.648,0.0425,0,0
0.7559999999999999,0.753,0.131,0.147,0.00175,0.0563,0.0621,0,9
0.226,0.743,0.974,0.104,0.743,0.000306,0.215,0,1
0.421,0.76,0.103,0.14,0.431,0.501,0.231,0,9
0.757,0.467,0.949,0.7979999999999999,0.00587,0.7290000000000001,0.0473,0,3
0.6759999999999999,0.615,0.514,0.248,0.8140000000000001,0.000409,0.0623,0,8
0.8390000000000001,0.496,0.385,0.036,3.13e-06,0.000467,0.0324,0,7
0.895,0.5589999999999999,0.609,0.6970000000000001,0.000473,0.0013,0.0443,0,3
0.0701,0.127,0.0386,0.132,0.209,0.895,0.0346,0,2
0.278,0.353,0.346,0.28,0.111,0.943,0.0583,0,2
0.192,0.274,0.264,0.119,0.597,0.938,0.0394,0,4
0.148,0.221,0.157,0.0843,0.18,0.943,0.0494,0,2
0.288,0.439,0.266,0.115,0.7909999999999999,0.958,0.0605,0,4
0.0885,0.102,0.0397,0.092,0.504,0.943,0.0564,0,4
0.173,0.4370000000000001,0.263,0.134,0.293,0.912,0.0449,0,2
0.156,0.411,0.244,0.0911,0.677,0.953,0.0608,0,4
0.177,0.358,0.206,0.0992,0.8590000000000001,0.933,0.0409,0,4
0.0104,0.183,0.039,0.113,0.000926,0.967,0.0403,0,2
0.115,0.407,0.406,0.194,0.857,0.947,0.0497,0,4
0.112,0.411,0.442,0.0965,0.415,0.943,0.0415,0,2
0.1369999999999999,0.267,0.0397,0.13,0.363,0.942,0.0433,0,2
0.109,0.173,0.0458,0.363,0.608,0.966,0.0392,0,4
0.178,0.4,0.286,0.229,0.3229999999999999,0.962,0.0483,0,2
0.23,0.208,0.0775,0.433,0.528,0.918,0.066,0,4
0.145,0.321,0.251,0.134,0.655,0.953,0.0454,0,4
0.181,0.505,0.347,0.7090000000000001,0.1369999999999999,0.913,0.0521,0,2
0.172,0.379,0.148,0.0766,0.684,0.947,0.0549,0,4
0.477,0.624,0.271,0.12,0.000462,0.53,0.449,0,9
0.393,0.736,0.406,0.161,0.00316,0.718,0.0357,0,2
0.435,0.486,0.389,0.088,0.84,0.6629999999999999,0.12,0,4
0.665,0.636,0.526,0.139,0.000149,0.168,0.0392,0,7
0.542,0.632,0.68,0.148,0.000694,0.903,0.0311,0,0
0.521,0.485,0.505,0.0701,0.0,0.0993,0.223,0,9
0.609,0.8,0.61,0.0758,0.0,0.469,0.106,0,0
0.8540000000000001,0.853,0.22,0.11,4.09e-06,0.00256,0.193,0,7
0.147,0.682,0.0387,0.0841,0.00807,0.929,0.0451,0,2
0.482,0.579,0.504,0.254,0.0,0.8759999999999999,0.7020000000000001,0,0
0.7809999999999999,0.8420000000000001,0.41,0.0981,0.0282,0.00955,0.242,0,7
0.394,0.8909999999999999,0.4,0.2,0.000566,0.21,0.381,0,9
0.358,0.8490000000000001,0.396,0.104,0.472,0.155,0.148,0,8
0.6940000000000001,0.741,0.732,0.301,0.0,0.174,0.441,0,5
0.547,0.399,0.439,0.141,0.00296,0.321,0.0429,0,9
0.813,0.585,0.0887,0.8059999999999999,0.0209,3.5600000000000005e-05,0.032,0,3
0.515,0.475,0.187,0.185,0.000412,0.475,0.0276,0,9
0.8859999999999999,0.7709999999999999,0.434,0.0303,0.0,0.0319,0.114,0,7
0.934,0.773,0.617,0.269,0.875,0.000147,0.0536,0,1
0.991,0.6579999999999999,0.52,0.066,0.87,0.0186,0.0387,0,1
0.985,0.677,0.444,0.16,0.847,0.0015,0.0554,0,8
0.557,0.623,0.255,0.114,0.0,0.0724,0.31,0,9
0.285,0.586,0.16,0.117,0.867,0.964,0.0961,0,4
0.202,0.499,0.0603,0.115,0.129,0.926,0.0608,0,2
0.123,0.8340000000000001,0.467,0.118,0.287,0.963,0.123,0,2
0.69,0.525,0.613,0.4270000000000001,0.723,0.00064,0.0277,0,1
0.7240000000000001,0.6890000000000001,0.946,0.337,0.8390000000000001,0.00154,0.0301,0,1
0.278,0.794,0.443,0.0831,0.95,0.562,0.0437,0,4
0.85,0.69,0.626,0.216,0.0,0.0127,0.301,0,5
0.784,0.715,0.7909999999999999,0.0885,0.00286,0.0105,0.0605,0,5
0.517,0.852,0.355,0.186,7.86e-06,0.00478,0.0496,0,9
0.667,0.173,0.0366,0.157,0.923,0.455,0.0902,0,8
0.934,0.352,0.316,0.229,0.0111,0.00014,0.152,0,7
0.92,0.778,0.883,0.0788,0.0,0.212,0.0461,0,5
0.687,0.77,0.361,0.112,0.0,0.247,0.112,0,9
0.6709999999999999,0.72,0.43,0.111,0.0,0.318,0.384,0,9
0.955,0.643,0.455,0.159,0.899,0.00661,0.0453,0,8
0.813,0.6629999999999999,0.546,0.141,0.8140000000000001,0.00477,0.0371,0,1
0.877,0.6990000000000001,0.0512,0.147,0.0423,0.0563,0.132,0,7
0.727,0.617,0.388,0.144,0.116,0.0318,0.0309,0,7
0.999,0.622,0.636,0.103,0.81,0.000754,0.0605,0,1
0.95,0.633,0.348,0.0912,0.767,0.0259,0.0587,0,8
0.979,0.6890000000000001,0.6890000000000001,0.0929,0.8590000000000001,6.979999999999999e-05,0.0402,0,1
0.989,0.64,0.917,0.339,0.91,0.283,0.0719,0,1
0.759,0.394,0.608,0.184,0.764,0.000254,0.0285,0,1
0.713,0.748,0.517,0.125,0.00184,0.0118,0.0339,0,7
0.504,0.685,0.838,0.115,0.846,0.291,0.0987,0,1
0.8029999999999999,0.701,0.5720000000000001,0.0732,0.102,0.0166,0.0319,0,7
0.718,0.445,0.181,0.258,0.5660000000000001,0.331,0.102,0,8
0.684,0.665,0.489,0.154,0.0,0.346,0.11,0,9
0.376,0.807,0.365,0.12,0.0,0.5379999999999999,0.338,0,0
0.8759999999999999,0.8859999999999999,0.974,0.0528,0.0762,0.654,0.1,0,0
0.763,0.721,0.635,0.216,0.0,0.264,0.355,0,5
0.451,0.59,0.0594,0.1,0.7190000000000001,0.409,0.0358,0,8
0.662,0.6409999999999999,0.529,0.0984,0.758,0.594,0.0339,0,1
0.623,0.568,0.1669999999999999,0.206,0.0,0.000792,0.0305,0,9
0.565,0.585,0.124,0.183,0.0,0.0318,0.27,0,9
0.232,0.563,0.907,0.152,0.0406,0.928,0.562,0,0
0.418,0.679,0.37,0.0858,0.0014,0.223,0.0767,0,9
0.446,0.629,0.439,0.119,5.79e-05,0.601,0.0859,0,0
0.253,0.506,0.144,0.0691,0.000413,0.813,0.0313,0,2
0.884,0.612,0.248,0.115,0.944,4.09e-06,0.0485,0,8
0.441,0.965,0.8690000000000001,0.102,0.947,0.67,0.0719,0,1
0.654,0.66,0.332,0.5670000000000001,0.718,0.0016,0.0318,0,8
0.143,0.185,0.0239,0.339,0.985,0.479,0.0533,0,4
0.8909999999999999,0.813,0.872,0.109,0.954,0.00187,0.129,0,1
